psgc_code,province,municipality,barangay
1606724043,Surigao del Norte,City of Surigao,San Roque
1606724044,Surigao del Norte,City of Surigao,Sidlakan
1606724045,Surigao del Norte,City of Surigao,Silop
1606724046,Surigao del Norte,City of Surigao,Sugbay
1606724047,Surigao del Norte,City of Surigao,Sukailang
1606724048,Surigao del Norte,City of Surigao,Taft (Pob.)
1606724064,Surigao del Norte,City of Surigao,Talisay
1606724065,Surigao del Norte,City of Surigao,Togbongon
1606724066,Surigao del Norte,City of Surigao,Trinidad
1606724067,Surigao del Norte,City of Surigao,Orok
1606724068,Surigao del Norte,City of Surigao,Washington (Pob.)
1606724095,Surigao del Norte,City of Surigao,Zaragoza
1606724096,Surigao del Norte,City of Surigao,Canlanipa
1606725001,Surigao del Norte,Tagana-An,Aurora (Pob.)
1606725002,Surigao del Norte,Tagana-An,Azucena (Pob.)
1606725003,Surigao del Norte,Tagana-An,Banban
1606725004,Surigao del Norte,Tagana-An,Cawilan
1606725005,Surigao del Norte,Tagana-An,Fabio
1606725007,Surigao del Norte,Tagana-An,Himamaug
1606725008,Surigao del Norte,Tagana-An,Laurel
1606725009,Surigao del Norte,Tagana-An,Lower Libas
1606725010,Surigao del Norte,Tagana-An,Opong
1606725011,Surigao del Norte,Tagana-An,Sampaguita (Pob.)
1606725012,Surigao del Norte,Tagana-An,Talavera
1606725013,Surigao del Norte,Tagana-An,Union
1606725014,Surigao del Norte,Tagana-An,Upper Libas
1606725015,Surigao del Norte,Tagana-An,Patino
1606727001,Surigao del Norte,Tubod,Capayahan
1606727002,Surigao del Norte,Tubod,Cawilan
1606727003,Surigao del Norte,Tubod,Del Rosario
1606727004,Surigao del Norte,Tubod,Marga
1606727005,Surigao del Norte,Tubod,Motorpool
1606727006,Surigao del Norte,Tubod,Poblacion
1606727007,Surigao del Norte,Tubod,San Isidro
1606727008,Surigao del Norte,Tubod,Timamana
1606727009,Surigao del Norte,Tubod,San Pablo
1606801001,Surigao del Sur,Barobo,Amaga
1606801002,Surigao del Sur,Barobo,Bahi
1606801003,Surigao del Sur,Barobo,Cabacungan
1606801005,Surigao del Sur,Barobo,Cambagang
1606801006,Surigao del Sur,Barobo,Causwagan
1606801007,Surigao del Sur,Barobo,Dapdap
1606801008,Surigao del Sur,Barobo,Dughan
1606801009,Surigao del Sur,Barobo,Gamut
1606801010,Surigao del Sur,Barobo,Javier
1606801011,Surigao del Sur,Barobo,Kinayan
1606801013,Surigao del Sur,Barobo,Mamis
1606801015,Surigao del Sur,Barobo,Poblacion
1606801016,Surigao del Sur,Barobo,Rizal
1606801017,Surigao del Sur,Barobo,San Jose
1606801019,Surigao del Sur,Barobo,San Vicente
1606801020,Surigao del Sur,Barobo,Sua
1606801021,Surigao del Sur,Barobo,Sudlon
1606801023,Surigao del Sur,Barobo,Unidad
1606801024,Surigao del Sur,Barobo,Wakat
1606801025,Surigao del Sur,Barobo,San Roque
1606801026,Surigao del Sur,Barobo,Tambis
1606802001,Surigao del Sur,Bayabas,Amag
1606802002,Surigao del Sur,Bayabas,Balete (Pob.)
1606802003,Surigao del Sur,Bayabas,Cabugo
1606802004,Surigao del Sur,Bayabas,Cagbaoto
1606802005,Surigao del Sur,Bayabas,La Paz
1606802006,Surigao del Sur,Bayabas,Magobawok
1606802007,Surigao del Sur,Bayabas,Panaosawon
1606803002,Surigao del Sur,City of Bislig,Bucto
1606803003,Surigao del Sur,City of Bislig,Burboanan
1606803004,Surigao del Sur,City of Bislig,San Roque
1606803005,Surigao del Sur,City of Bislig,Caguyao
1606803006,Surigao del Sur,City of Bislig,Coleto
1606803007,Surigao del Sur,City of Bislig,Labisma
1606803008,Surigao del Sur,City of Bislig,Lawigan
1606803009,Surigao del Sur,City of Bislig,Mangagoy
1606803010,Surigao del Sur,City of Bislig,Mone
1606803011,Surigao del Sur,City of Bislig,Pamaypayan
1606803012,Surigao del Sur,City of Bislig,Poblacion
1606803013,Surigao del Sur,City of Bislig,San Antonio
1606803014,Surigao del Sur,City of Bislig,San Fernando
1606803015,Surigao del Sur,City of Bislig,San Isidro
1606803016,Surigao del Sur,City of Bislig,San Jose
1606803017,Surigao del Sur,City of Bislig,San Vicente
1606803018,Surigao del Sur,City of Bislig,Santa Cruz
1606803019,Surigao del Sur,City of Bislig,Sibaroy
1606803020,Surigao del Sur,City of Bislig,Tabon
1606803021,Surigao del Sur,City of Bislig,Tumanan
1606803022,Surigao del Sur,City of Bislig,Pamanlinan
1606803023,Surigao del Sur,City of Bislig,Kahayag
1606803024,Surigao del Sur,City of Bislig,Maharlika
1606803025,Surigao del Sur,City of Bislig,Comawas
1606804001,Surigao del Sur,Cagwait,Aras-Asan
1606804002,Surigao del Sur,Cagwait,Bacolod
1606804003,Surigao del Sur,Cagwait,Bitaugan East
1606804004,Surigao del Sur,Cagwait,Bitaugan West
1606804005,Surigao del Sur,Cagwait,Tawagan
1606804006,Surigao del Sur,Cagwait,Lactudan
1606804007,Surigao del Sur,Cagwait,Mat-e
1606804008,Surigao del Sur,Cagwait,La Purisima
1606804009,Surigao del Sur,Cagwait,Poblacion
1606804011,Surigao del Sur,Cagwait,Unidad
1606804012,Surigao del Sur,Cagwait,Tubo-tubo
1606805002,Surigao del Sur,Cantilan,Bugsukan
1606805003,Surigao del Sur,Cantilan,Buntalid
1606805004,Surigao del Sur,Cantilan,Cabangahan
1606805005,Surigao del Sur,Cantilan,Cabas-an
1606805006,Surigao del Sur,Cantilan,Calagdaan
1606805007,Surigao del Sur,Cantilan,Consuelo
1606805008,Surigao del Sur,Cantilan,General Island
1606805009,Surigao del Sur,Cantilan,Lininti-an (Pob.)
1606805010,Surigao del Sur,Cantilan,Magasang
1606805011,Surigao del Sur,Cantilan,Magosilom (Pob.)
1606805012,Surigao del Sur,Cantilan,Pag-Antayan
1606805013,Surigao del Sur,Cantilan,Palasao
1606805014,Surigao del Sur,Cantilan,Parang
1606805015,Surigao del Sur,Cantilan,Tapi
1606805016,Surigao del Sur,Cantilan,Tigabong
1606805017,Surigao del Sur,Cantilan,Lobo
1606805018,Surigao del Sur,Cantilan,San Pedro
1606806001,Surigao del Sur,Carmen,Antao
1606806002,Surigao del Sur,Carmen,Cancavan
1606806003,Surigao del Sur,Carmen,Carmen (Pob.)
1606806004,Surigao del Sur,Carmen,Esperanza
1606806005,Surigao del Sur,Carmen,Puyat
1606806006,Surigao del Sur,Carmen,San Vicente
1606806007,Surigao del Sur,Carmen,Santa Cruz
1606806008,Surigao del Sur,Carmen,Hinapoyan
1606807001,Surigao del Sur,Carrascal,Adlay
1606807002,Surigao del Sur,Carrascal,Babuyan
1606807003,Surigao del Sur,Carrascal,Bacolod
1606807004,Surigao del Sur,Carrascal,Baybay (Pob.)
1606807005,Surigao del Sur,Carrascal,Bon-ot
1606807006,Surigao del Sur,Carrascal,Caglayag
1606807007,Surigao del Sur,Carrascal,Dahican
1606807008,Surigao del Sur,Carrascal,Doyos (Pob.)
1606807009,Surigao del Sur,Carrascal,Embarcadero (Pob.)
1606807010,Surigao del Sur,Carrascal,Gamuton
1606807011,Surigao del Sur,Carrascal,Panikian
1606807012,Surigao del Sur,Carrascal,Pantukan
1606807013,Surigao del Sur,Carrascal,Saca (Pob.)
1606807014,Surigao del Sur,Carrascal,Tag-Anito
1606808001,Surigao del Sur,Cortes,Balibadon
1606808002,Surigao del Sur,Cortes,Burgos
1606808003,Surigao del Sur,Cortes,Capandan
1606808004,Surigao del Sur,Cortes,Mabahin
1606808005,Surigao del Sur,Cortes,Madrelino
1606808006,Surigao del Sur,Cortes,Manlico
1606808007,Surigao del Sur,Cortes,Matho
1606808008,Surigao del Sur,Cortes,Poblacion
1606808009,Surigao del Sur,Cortes,Tag-Anongan
1606808010,Surigao del Sur,Cortes,Tigao
1606808011,Surigao del Sur,Cortes,Tuboran
1606808012,Surigao del Sur,Cortes,Uba
1606809002,Surigao del Sur,Hinatuan,Baculin
1606809004,Surigao del Sur,Hinatuan,Bigaan
1606809005,Surigao del Sur,Hinatuan,Cambatong
1606809006,Surigao del Sur,Hinatuan,Campa
1606809009,Surigao del Sur,Hinatuan,Dugmanon
1606809010,Surigao del Sur,Hinatuan,Harip
1606809012,Surigao del Sur,Hinatuan,La Casa (Pob.)
1606809014,Surigao del Sur,Hinatuan,Loyola
1606809017,Surigao del Sur,Hinatuan,Maligaya
1606809021,Surigao del Sur,Hinatuan,Pagtigni-an
1606809022,Surigao del Sur,Hinatuan,Pocto
1606809023,Surigao del Sur,Hinatuan,Port Lamon
1606809025,Surigao del Sur,Hinatuan,Roxas
1606809026,Surigao del Sur,Hinatuan,San Juan
1606809031,Surigao del Sur,Hinatuan,Sasa
1606809034,Surigao del Sur,Hinatuan,Tagasaka
1606809037,Surigao del Sur,Hinatuan,Talisay
1606809038,Surigao del Sur,Hinatuan,Tarusan
1606809039,Surigao del Sur,Hinatuan,Tidman
1606809040,Surigao del Sur,Hinatuan,Tiwi
1606809041,Surigao del Sur,Hinatuan,Benigno Aquino
1606809042,Surigao del Sur,Hinatuan,Zone II (Pob.)
1606809043,Surigao del Sur,Hinatuan,Zone III Maharlika (Pob.)
1606809044,Surigao del Sur,Hinatuan,Tagbobonga
1606810001,Surigao del Sur,Lanuza,Agsam
1606810003,Surigao del Sur,Lanuza,Bocawe
1606810004,Surigao del Sur,Lanuza,Bunga
1606810008,Surigao del Sur,Lanuza,Gamuton
1606810009,Surigao del Sur,Lanuza,Habag
1606810010,Surigao del Sur,Lanuza,Mampi
1606810011,Surigao del Sur,Lanuza,Nurcia
1606810015,Surigao del Sur,Lanuza,Sibahay
1606810016,Surigao del Sur,Lanuza,Zone I (Pob.)
1606810017,Surigao del Sur,Lanuza,Pakwan
1606810018,Surigao del Sur,Lanuza,Zone II (Pob.)
1606810019,Surigao del Sur,Lanuza,Zone III (Pob.)
1606810020,Surigao del Sur,Lanuza,Zone IV (Pob.)
1606811001,Surigao del Sur,Lianga,Anibongan
1606811002,Surigao del Sur,Lianga,Banahao
1606811003,Surigao del Sur,Lianga,Ban-as
1606811004,Surigao del Sur,Lianga,Baucawe
1606811005,Surigao del Sur,Lianga,Diatagon
1606811006,Surigao del Sur,Lianga,Ganayon
1606811007,Surigao del Sur,Lianga,Liatimco
1606811008,Surigao del Sur,Lianga,Manyayay
1606811009,Surigao del Sur,Lianga,Payasan
1606811010,Surigao del Sur,Lianga,Poblacion
1606811011,Surigao del Sur,Lianga,Saint Christine
1606811012,Surigao del Sur,Lianga,San Isidro
1606811013,Surigao del Sur,Lianga,San Pedro
1606812001,Surigao del Sur,Lingig,Anibongan
1606812002,Surigao del Sur,Lingig,Barcelona
1606812003,Surigao del Sur,Lingig,Bongan
1606812004,Surigao del Sur,Lingig,Bogak
1606812005,Surigao del Sur,Lingig,Handamayan
1606812006,Surigao del Sur,Lingig,Mahayahay
1606812007,Surigao del Sur,Lingig,Mandus
1606812008,Surigao del Sur,Lingig,Mansa-ilao
1606812009,Surigao del Sur,Lingig,Pagtila-an
1606812010,Surigao del Sur,Lingig,Palo Alto
1606812011,Surigao del Sur,Lingig,Poblacion
1606812012,Surigao del Sur,Lingig,Rajah Cabungso-an
1606812013,Surigao del Sur,Lingig,Sabang
1606812014,Surigao del Sur,Lingig,Salvacion
1606812015,Surigao del Sur,Lingig,San Roque
1606812016,Surigao del Sur,Lingig,Tagpoporan
1606812017,Surigao del Sur,Lingig,Union
1606812018,Surigao del Sur,Lingig,Valencia
1606813001,Surigao del Sur,Madrid,Bagsac
1606813002,Surigao del Sur,Madrid,Bayogo
1606813003,Surigao del Sur,Madrid,Magsaysay
1606813004,Surigao del Sur,Madrid,Manga
1606813005,Surigao del Sur,Madrid,Panayogon
1606813006,Surigao del Sur,Madrid,Patong Patong
1606813007,Surigao del Sur,Madrid,Quirino (Pob.)
1606813008,Surigao del Sur,Madrid,San Antonio
1606813009,Surigao del Sur,Madrid,San Juan
1606813010,Surigao del Sur,Madrid,San Roque
1606813011,Surigao del Sur,Madrid,San Vicente
1606813012,Surigao del Sur,Madrid,Songkit
1606813013,Surigao del Sur,Madrid,Union
1606813014,Surigao del Sur,Madrid,Linibonan
1606814001,Surigao del Sur,Marihatag,Alegria
1606814002,Surigao del Sur,Marihatag,Amontay
1606814003,Surigao del Sur,Marihatag,Antipolo
1606814004,Surigao del Sur,Marihatag,Arorogan
1606814005,Surigao del Sur,Marihatag,Bayan
1606814006,Surigao del Sur,Marihatag,Mahaba
1606814007,Surigao del Sur,Marihatag,Mararag
1606814008,Surigao del Sur,Marihatag,Poblacion
1606814009,Surigao del Sur,Marihatag,San Antonio
1606814010,Surigao del Sur,Marihatag,San Isidro
1606814011,Surigao del Sur,Marihatag,San Pedro
1606814012,Surigao del Sur,Marihatag,Santa Cruz
1606815001,Surigao del Sur,San Agustin,Bretania
1606815002,Surigao del Sur,San Agustin,Buatong
1606815003,Surigao del Sur,San Agustin,Buhisan
1606815004,Surigao del Sur,San Agustin,Gata
1606815005,Surigao del Sur,San Agustin,Hornasan
1606815006,Surigao del Sur,San Agustin,Janipaan
1606815007,Surigao del Sur,San Agustin,Kauswagan
1606815008,Surigao del Sur,San Agustin,Oteiza
1606815009,Surigao del Sur,San Agustin,Poblacion
1606815010,Surigao del Sur,San Agustin,Pong-on
1606815011,Surigao del Sur,San Agustin,Pongtod
1606815012,Surigao del Sur,San Agustin,Salvacion
1606815013,Surigao del Sur,San Agustin,Santo Niño
1606816001,Surigao del Sur,San Miguel,Bagyang
1606816002,Surigao del Sur,San Miguel,Baras
1606816003,Surigao del Sur,San Miguel,Bitaugan
1606816004,Surigao del Sur,San Miguel,Bolhoon
1606816005,Surigao del Sur,San Miguel,Calatngan
1606816006,Surigao del Sur,San Miguel,Carromata
1606816007,Surigao del Sur,San Miguel,Castillo
1606816008,Surigao del Sur,San Miguel,Libas Gua
1606816009,Surigao del Sur,San Miguel,Libas Sud
1606816010,Surigao del Sur,San Miguel,Magroyong
1606816011,Surigao del Sur,San Miguel,Mahayag
1606816012,Surigao del Sur,San Miguel,Patong
1606816013,Surigao del Sur,San Miguel,Poblacion
1606816014,Surigao del Sur,San Miguel,Sagbayan
1606816016,Surigao del Sur,San Miguel,San Roque
1606816017,Surigao del Sur,San Miguel,Siagao
1606816018,Surigao del Sur,San Miguel,Umalag
1606816019,Surigao del Sur,San Miguel,Tina
1606817001,Surigao del Sur,Tagbina,Batunan
1606817002,Surigao del Sur,Tagbina,Carpenito
1606817003,Surigao del Sur,Tagbina,Kahayagan
1606817004,Surigao del Sur,Tagbina,Lago
1606817006,Surigao del Sur,Tagbina,Maglambing
1606817007,Surigao del Sur,Tagbina,Maglatab
1606817008,Surigao del Sur,Tagbina,Magsaysay
1606817009,Surigao del Sur,Tagbina,Malixi
1606817010,Surigao del Sur,Tagbina,Manambia
1606817011,Surigao del Sur,Tagbina,Osmeña
1606817012,Surigao del Sur,Tagbina,Poblacion
1606817013,Surigao del Sur,Tagbina,Quezon
1606817014,Surigao del Sur,Tagbina,San Vicente
1606817015,Surigao del Sur,Tagbina,Santa Cruz
1606817016,Surigao del Sur,Tagbina,Santa Fe
1606817017,Surigao del Sur,Tagbina,Santa Juana
1606817018,Surigao del Sur,Tagbina,Santa Maria
1606817019,Surigao del Sur,Tagbina,Sayon
1606817020,Surigao del Sur,Tagbina,Soriano
1606817021,Surigao del Sur,Tagbina,Tagongon
1606817022,Surigao del Sur,Tagbina,Trinidad
1606817023,Surigao del Sur,Tagbina,Ugoban
1606817024,Surigao del Sur,Tagbina,Villaverde
1606817025,Surigao del Sur,Tagbina,Doña Carmen
1606817026,Surigao del Sur,Tagbina,Hinagdanan
1606818001,Surigao del Sur,Tago,Alba
1606818002,Surigao del Sur,Tago,Anahao Bag-o
1606818003,Surigao del Sur,Tago,Anahao Daan
1606818004,Surigao del Sur,Tago,Badong
1606818005,Surigao del Sur,Tago,Bajao
1606818006,Surigao del Sur,Tago,Bangsud
1606818007,Surigao del Sur,Tago,Cagdapao
1606818008,Surigao del Sur,Tago,Camagong
1606818009,Surigao del Sur,Tago,Caras-an
1606818010,Surigao del Sur,Tago,Cayale
1606818011,Surigao del Sur,Tago,Dayo-an
1606818012,Surigao del Sur,Tago,Gamut
1606818013,Surigao del Sur,Tago,Jubang
1606818014,Surigao del Sur,Tago,Kinabigtasan
1606818015,Surigao del Sur,Tago,Layog
1606818016,Surigao del Sur,Tago,Lindoy
1606818017,Surigao del Sur,Tago,Mercedes
1606818018,Surigao del Sur,Tago,Purisima (Pob.)
1606818019,Surigao del Sur,Tago,Sumo-sumo
1606818020,Surigao del Sur,Tago,Umbay
1606818021,Surigao del Sur,Tago,Unaban
1606818022,Surigao del Sur,Tago,Unidos
1606818023,Surigao del Sur,Tago,Victoria
1606818024,Surigao del Sur,Tago,Cabangahan
1606819001,Surigao del Sur,City of Tandag,Awasian
1606819002,Surigao del Sur,City of Tandag,Bagong Lungsod (Pob.)
1606819003,Surigao del Sur,City of Tandag,Bioto
1606819004,Surigao del Sur,City of Tandag,Buenavista
1606819005,Surigao del Sur,City of Tandag,Bongtod Pob.
1606819006,Surigao del Sur,City of Tandag,Dagocdoc (Pob.)
1606819008,Surigao del Sur,City of Tandag,Mabua
1606819009,Surigao del Sur,City of Tandag,Mabuhay
1606819010,Surigao del Sur,City of Tandag,Maitum
1606819011,Surigao del Sur,City of Tandag,Maticdum
1606819012,Surigao del Sur,City of Tandag,Pandanon
1606819013,Surigao del Sur,City of Tandag,Pangi
1606819014,Surigao del Sur,City of Tandag,Quezon
1606819015,Surigao del Sur,City of Tandag,Rosario
1606819016,Surigao del Sur,City of Tandag,Salvacion
1606819017,Surigao del Sur,City of Tandag,San Agustin Norte
1606819018,Surigao del Sur,City of Tandag,San Agustin Sur
1606819019,Surigao del Sur,City of Tandag,San Antonio
1606819020,Surigao del Sur,City of Tandag,San Isidro
1606819021,Surigao del Sur,City of Tandag,San Jose
1606819022,Surigao del Sur,City of Tandag,Telaje
1608501002,Dinagat Islands,Basilisa,Catadman
1608501003,Dinagat Islands,Basilisa,Columbus
1608501004,Dinagat Islands,Basilisa,Coring
1608501005,Dinagat Islands,Basilisa,Cortes
1608501006,Dinagat Islands,Basilisa,Doña Helene
1608501007,Dinagat Islands,Basilisa,Ferdinand
1608501008,Dinagat Islands,Basilisa,Geotina
1608501009,Dinagat Islands,Basilisa,Imee
1608501010,Dinagat Islands,Basilisa,Melgar
1608501011,Dinagat Islands,Basilisa,Montag
1608501012,Dinagat Islands,Basilisa,Navarro
1608501013,Dinagat Islands,Basilisa,Poblacion
1608501014,Dinagat Islands,Basilisa,Puerto Princesa
1608501015,Dinagat Islands,Basilisa,Rita Glenda
1608501016,Dinagat Islands,Basilisa,Roxas
1608501017,Dinagat Islands,Basilisa,Sering
1608501018,Dinagat Islands,Basilisa,Tag-abaca
1608501019,Dinagat Islands,Basilisa,Benglen
1608501020,Dinagat Islands,Basilisa,Diegas
1608501021,Dinagat Islands,Basilisa,Edera
1608501022,Dinagat Islands,Basilisa,New Nazareth
1608501023,Dinagat Islands,Basilisa,Roma
1608501024,Dinagat Islands,Basilisa,Santa Monica
1608501025,Dinagat Islands,Basilisa,Santo Niño
1608501026,Dinagat Islands,Basilisa,Sombrado
1608501027,Dinagat Islands,Basilisa,Villa Ecleo
1608501028,Dinagat Islands,Basilisa,Villa Pantinople
1608502001,Dinagat Islands,Cagdianao,Boa
1608502002,Dinagat Islands,Cagdianao,Cabunga-an
1608502003,Dinagat Islands,Cagdianao,Del Pilar
1608502004,Dinagat Islands,Cagdianao,Laguna
1608502005,Dinagat Islands,Cagdianao,Legaspi
1608502006,Dinagat Islands,Cagdianao,Ma-atas
1608502007,Dinagat Islands,Cagdianao,Nueva Estrella
1608502008,Dinagat Islands,Cagdianao,Poblacion
1608502009,Dinagat Islands,Cagdianao,San Jose
1608502010,Dinagat Islands,Cagdianao,Santa Rita
1608502011,Dinagat Islands,Cagdianao,Tigbao
1608502012,Dinagat Islands,Cagdianao,Valencia
1608502013,Dinagat Islands,Cagdianao,Mabini
1608502014,Dinagat Islands,Cagdianao,"R. Ecleo, Sr."
1608503002,Dinagat Islands,Dinagat,Cab-ilan
1608503003,Dinagat Islands,Dinagat,Cabayawan
1608503004,Dinagat Islands,Dinagat,Escolta (Pob.)
1608503005,Dinagat Islands,Dinagat,Gomez
1608503007,Dinagat Islands,Dinagat,Magsaysay
1608503009,Dinagat Islands,Dinagat,Mauswagon (Pob.)
1608503012,Dinagat Islands,Dinagat,White Beach (Pob.)
1608503014,Dinagat Islands,Dinagat,Bagumbayan
1608503016,Dinagat Islands,Dinagat,New Mabuhay
1608503021,Dinagat Islands,Dinagat,Wadas
1608503022,Dinagat Islands,Dinagat,Cayetano
1608503023,Dinagat Islands,Dinagat,Justiniana Edera
1608504001,Dinagat Islands,Libjo,Albor (Pob.)
1608504002,Dinagat Islands,Libjo,Arellano
1608504003,Dinagat Islands,Libjo,Bayanihan
1608504004,Dinagat Islands,Libjo,Doña Helen
1608504005,Dinagat Islands,Libjo,Garcia
1608504006,Dinagat Islands,Libjo,General Aguinaldo
1608504007,Dinagat Islands,Libjo,Kanihaan
1608504008,Dinagat Islands,Libjo,Magsaysay
1608504009,Dinagat Islands,Libjo,Osmeña
1608504010,Dinagat Islands,Libjo,Plaridel
1608504011,Dinagat Islands,Libjo,Quezon
1608504012,Dinagat Islands,Libjo,San Antonio (Pob.)
1608504013,Dinagat Islands,Libjo,San Jose
1608504014,Dinagat Islands,Libjo,Santo Niño
1608504015,Dinagat Islands,Libjo,Llamera
1608504016,Dinagat Islands,Libjo,Rosita
1608505001,Dinagat Islands,Loreto,Carmen (Pob.)
1608505002,Dinagat Islands,Loreto,Esperanza
1608505003,Dinagat Islands,Loreto,Ferdinand
1608505004,Dinagat Islands,Loreto,Helene
1608505006,Dinagat Islands,Loreto,Liberty
1608505008,Dinagat Islands,Loreto,Magsaysay
1608505011,Dinagat Islands,Loreto,Panamaon
1608505013,Dinagat Islands,Loreto,San Juan (Pob.)
1608505015,Dinagat Islands,Loreto,Santa Cruz (Pob.)
1608505017,Dinagat Islands,Loreto,Santiago (Pob.)
1608506001,Dinagat Islands,San Jose,Aurelio
1608506002,Dinagat Islands,San Jose,Cuarinta
1608506003,Dinagat Islands,San Jose,Don Ruben Ecleo
1608506004,Dinagat Islands,San Jose,Jacquez
1608506005,Dinagat Islands,San Jose,Justiniana Edera
1608506006,Dinagat Islands,San Jose,Luna
1608506007,Dinagat Islands,San Jose,Mahayahay
1608506008,Dinagat Islands,San Jose,Matingbe
1608506009,Dinagat Islands,San Jose,San Jose (Pob.)
1608506010,Dinagat Islands,San Jose,San Juan
1608506011,Dinagat Islands,San Jose,Santa Cruz
1608506012,Dinagat Islands,San Jose,Wilson
1608507001,Dinagat Islands,Tubajon,Imelda
1608507002,Dinagat Islands,Tubajon,Mabini
1608507003,Dinagat Islands,Tubajon,Malinao
1608507004,Dinagat Islands,Tubajon,Navarro
1608507005,Dinagat Islands,Tubajon,Diaz
1608507006,Dinagat Islands,Tubajon,Roxas
1608507007,Dinagat Islands,Tubajon,San Roque (Pob.)
1608507008,Dinagat Islands,Tubajon,San Vicente (Pob.)
1608507009,Dinagat Islands,Tubajon,Santa Cruz (Pob.)
